index;sentence;aspect;sentiment_coded;polarity
959;I got it back again and was told the motherboard had been replaced, so I was now on the SECOND motherboard within 3 months.;motherboard;0;negative
960;I got it back again and was told the motherboard had been replaced, so I was now on the SECOND motherboard within 3 months.;motherboard;0;negative
961;Processor - When compared to my 3 week old Early 2011 edition there I barely experience any difference in performance (2.3 GHz v/s 2.4 GHz).;Processor;2;neutral
962;Processor - When compared to my 3 week old Early 2011 edition there I barely experience any difference in performance (2.3 GHz v/s 2.4 GHz).;performance;2;neutral
963;They say it could be the motherboard again, but Dell;motherboard;0;negative
964;2nd Best computer in the world  only one way this computer might become the best is that it needs to upgreade patches  to make less easier for people to hack into;patches;0;negative
965;Love the speed, especially!;speed;1;positive
966;It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.;system memory;0;negative
967;It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.;radeon 5850;0;negative
968;It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.;DDR5;1;positive
969;It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.;DDR3;0;negative
970;Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior.;programs;1;positive
971;Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior.;programs;1;positive
972;The speed gives you the power to work on these projects seamlessly, and multiple at a time if you sowish.;speed;1;positive
973;Awesome laptop and the perfect size to carry around in college.;size;1;positive
974; A MONTH LATER, we reinstall the OS (Vista).;OS (Vista);0;negative
975;Some problems can be fixed if you purchase new software, but there is no guarentee.;software;0;negative
976;My real problem with it? The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.;battery life;0;negative
977;The battery life is also relatively good.;battery life;1;positive
978;  I definitely suggest getting an extended warranty, you will probably need it!;extended warranty;1;positive
979;I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.;features;1;positive
980;I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.;programs;1;positive
981;I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.;use;1;positive
982;I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.;pop up windows;1;positive
983;I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.;web programming software;1;positive
984;I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.;pop ups;2;neutral
985;Memory is upgradable.;Memory;1;positive
986;Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.;3G network;0;negative
987;Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.;Web access;0;negative
988;The large screen also helps when you are working in design based programs like Adobe Creative Suite.;screen;1;positive
989;The large screen also helps when you are working in design based programs like Adobe Creative Suite.;design based programs;2;neutral
990;The large screen also helps when you are working in design based programs like Adobe Creative Suite.;Adobe Creative Suite;2;neutral
991;Moral of the story:-Do not buy anything from companies that do not respect their customers.;companies;0;negative
992;This is my first Dell I heard their customer service was lacking and that they were working on improving it!;customer service;0;negative
993;As well as having the plug in the computer come loose.;plug;0;negative
994;Second HDD cover has walls inside that need to be broken if you what to install one.;HDD cover;2;neutral
995;If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the applications.;applications;2;neutral
996;Great product by Apple with the new great looking design.;design;1;positive
997;I love the keyboard.;keyboard;1;positive
998;I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.;iphoto;1;positive
999;I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.;program;1;positive
1001;I will have to purchase Spy ware or Nortell for privacy protection.;Spy ware;2;neutral
1002;I will have to purchase Spy ware or Nortell for privacy protection.;Nortell;2;neutral
1003;I was said it's videocard.;videocard;0;negative
1004;For the price and what I get out of it has exceeded my expectations.;price;1;positive
1005;If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.;drivers;0;negative
1006;The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard.;speakers;0;negative
1007;The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard.;keyboard;2;neutral
1008;  Now, as easy as it is to use, and I do think it is a great STARTER laptop.;use;1;positive
1009;Setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.;Setting;0;negative
1010;Setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.;screen size;0;negative
1011;Setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.;pixel sizes;0;negative
1012;It had some kind of pre installed software update that completely shut the computer down when you clicked it.;pre installed software update;0;negative
1013;Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.;customer services;0;negative
1014;Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.;toshiba customer services;0;negative
1015;Also, the space bar makes a noisy click every time you use it.;space bar;0;negative
1016;iPhotos is an excellent program for storing and organizing photos.;iPhotos;1;positive
1017;iPhotos is an excellent program for storing and organizing photos.;program;1;positive
1018;Other than that its a great performing machine and well meets all my needs and more.;performing;1;positive
1019;"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.";software;0;negative
1020;"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.";software;0;negative
1021;"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.";booting;0;negative
