index;Text;Sentiment;sentiment_coded
734;Jamie und Freundin - jetzt sehen : Jamie hat sich von ihrer Freundin fesseln lassen . Und die nutzt das natürlich ... http://t.co/YpJ6aiRzL0;neutral;2
735;Bungalow Alicia auf Teneriffa #Ferienwohnungen #Kostenlose #Kleinanzeigen #Deutschland : Neben dem Naturschutzg ... http://t.co/Wy2SDsKSMv;neutral;2
736;"Papa Schlumpf bestätigt Entfernung zum magischen Wasserfall "" Nicht mehr weit . "" http://t.co/u5PUUisYmK #SmurfsVillage @BeelineGames";neutral;2
737;@xialuhssi @byunex @diolasido @exomanous @exomben @skidchen @taohuangz @xojein @xozyeol @xxomyeon mao sini;neutral;2
738;@diameer Entsetzlich;negative;0
739;Vereinigung Cockpit : Lufthansa kündigt Versorgungs - Tarifverträge http://t.co/SAMA5pwfhB;neutral;2
740;@Krodderd @Chrissy6284 @Snowfire72 @Kaestchen72 @CookieCake1978 @getlost1234 @RockBee89 die Szene mit Alistair mochte ich nie ! die fand ich;negative;0
741;Hannover / Region : Siloah - Bau wird deutlich teurer http://t.co/cBu6nxNJJP;neutral;2
742;"RT @DasErste : Aus "" Der Dicke "" wird "" Die Kanzlei "" ! Drehstart für sechs neue Folgen ab 29.  Oktober . #PrDasErste";neutral;2
743;@mathiasmenzl bisher beschränktes Meme - Potenzial http://t.co/Xl5TYacVZV @watson_news;positive;1
744;Er ist genau der , den ich immer wollte . Und eigtl wünschte ich , ich hätte ihn nie kennengelernt , denn niemand wird so perfekt sein wie er .;positive;1
745;#Kinder Sitzgruppen #Sitzgruppen Kleinanzeigen #Kleinanzeigen kostenlos aufgeben #Kleinanzeigen verkaufen http://t.co/8iBJVIlUcA;neutral;2
746;@gaejawen @radedden @ra_osbahr @stiftungsrecht @verteidigung @rahildebrand @withthelaw @mschafhausen Nein , warum ? #DStephan;negative;0
747;@gegisa Hallo , wie war ' s bei REWE heute am 1 . Tag danach ?? ;;
748;Entertainment ohen Ende und das auch noch kostenlos ! http://t.co/qeq4iMKaiN;neutral;2
749;@Melinda235 habs eben auch bemerkt. son shit. was war wieder bestimmt dreckssport .;negative;0
750;Guter Tip für Publishers in der Gaming - Industry : Dont trick your customers and dont talk bullshit . #rsp13;neutral;2
751;@Mikki_K_Otic MDR , heute bis Donnerstag , jeweils 19:50 . Mehr unter Suchbegriffen MDR Völkerschlacht;neutral;2
752;@dridde @koexistenz kommt mir merkwürdig bekannt vor :-);positive;1
753;@Landeinwohner ach so , geschickt gemacht ;;
754;@Unicornheart_ Danke , ich gebe mir Mühe . &lt;;
755;+1 RT @FCHubi_TCU Hmm , muss noch Pfand wegbringen und einkaufen . Problem : Die Lust dazu fehlt :D;positive;1
756;Achtung Wichtig http://t.co/08YialUAKr;neutral;2
757;Internet nix real life sein , in real life uns nur unsere Freunde und Familie richtig kennen tun . :-);neutral;2
758;@PsychaterNr1 Hammer auf scheibe , hoppla sagen , weggehen , vodka pur saufen , koma fallen , schlafen , nie wieder aufwachen;neutral;2
759;38.  Min schade , Kadirs schnell ausgeführter Freistoss streift vorbei;negative;0
760;RT @KUMON_DE : Das KUMON - Lerncenter in Baden - Baden - Zentrum hatte letzten Monat hohen Besuch aus Japan http://t.co/CcNwJUmr8g #Kumon #Bildung ...;neutral;2
761;Sonne geniessen . . endlich man !!!!!;positive;1
762;Was war der letzte gute Film , den du gesehen hast ? - Sonic The Hedgehog The Movie OMV : 3 geilster sonic film EVE ... http://t.co/i5NbENLiC4;neutral;2
763;Ernährungsregeln : Kleiner Aufwand , grosse Wirkung http://t.co/ETbczZ6siX;neutral;2
764;@LoTraufler * hate;negative;0
765;RT @susipet : @schuhmacher_d DIVERSITY kommt endlich !! wir freuen uns ... that ' s great ♫;positive;1
766;@zattoo Wehe , ihr schaltet @ProSiebenMaxx nicht pünktlich auf !;negative;0
767;I'm at Guten Morgen aus der K21 - Zentrale ( Stuttgart , Deutschland ) http://t.co/IHzqf8NuSH;neutral;2
768;@R3b3ccaCran3 i'm not even sorry ! Ich bin oft so glaub ich . + anflausch + solangs lustig ist ! Unds erheitert .. XD;positive;1
769;#AUT Wiener Türkenschanzpark wird 125  Jahre alt : Einst haben sich hier die Türken verschanzt , nun erholen sich ... http://t.co/oGjS1fOS0M;neutral;2
770;Netzwerk für #Taxifahrer ... http://t.co/DUG96Q8jKp #News #pushtotalk #maptalk;neutral;2
771;News : *** BILDplus Inhalt *** Knochen , Hieroglyphen , Bandagen - BILD erklärt die Mumie vom Dachboden http://t.co/DDp3pAYJNW #Nachrichten;neutral;2
772;PM : Standesamt geschlossen http://t.co/MmtUgAtNwk;neutral;2
773;@konfettimadchen danke ! ツ find mich aber trotzdem nicht schoen genug , hahah;positive;1
774;"Ick hoffe mein Akku hält bis ick wieder zu Hause bin . Ick hasse Bus fahren ohne Musik . Berliner Schnauze kann ick wohl net so jut . ^ ^ """;negative;0
775;Alles unter einem Dach : Innovatives Energiesparpaket neu am Markt http://t.co/mSxc1QK0xx #apa #ots #bot;neutral;2
776;Und ich beleidige mich gerne selber c :;negative;0
777;sam , ich weine leise;negative;0
778;Gert Jan Verbeek zum @1_fc_nuernberg . Überraschung für mich . Harter , fairer trainer der seine Linie treu bleibt . Pokalsieger mit Alkmaar !!;neutral;2
779;@wasistkaori Klingt gut ! Ich muss ab Oktober zügig einen Job finden , dann klappt das * ^ *;positive;1
780;@neb68 Bahngleise werden erneuert .;neutral;2
781;Neu : Neuss : Böller erschrecken Anwohner http://t.co/6Op268T5Q9;neutral;2
782;@Fischblog Keine gute Nachricht .;negative;0
783;@schnfrdich DANN VERSCHLIEss HALT DIE AUGEN VOR DER WAHRHEIT , PFF :D;negative;0
784;Schäm dich einfach :P;positive;1
785;Burnout , falsch verstandene #Depression #Patientenkongress1 . 9 #Leipzig #Stiftung Dt Depressionshilfe m. Harald #Schmidt http://t.co/LExifUpe8j;neutral;2
786;@HanStewie @hannahd966 @BraceFaace Hannah your such a nice person;positive;1
787;DE - Newsblog : Gesetzesnovelle : Mehr Schutz für Kinder : Gesetzesnovelle : Mehr Schutz für KinderHäusliche Gewalt ist ... http://t.co/Wkigjod1wh;neutral;2
788;Statische Beurteilung historischer Tragwerke http://t.co/5S5UKQvHKW;neutral;2
789;50  wertvolle Gedanken ine ein Spiel verpackt . Stephen R. Covey war einfach brilliant http://t.co/P1jK2UEinI;positive;1
790;@lonelyjogger Danke , lieber Dieter ! Was machen Deine Gebeine ?;positive;1
791;"Gutschein "" Toys "" R "" Us "" : Geschenkt ! Switch &amp";;
792;@fehlpass Europa League wie die NFL spielen lassen ? 32  Teams , x Wochen plus Playoffs ??;neutral;2
793;@_OlliWi bleibt die frage ob das nun gut oder schlecht ist ?;neutral;2
794;19  TFT LCD Monitor : Markdorf ( Baden ) | Gebrauchter TFT 19  quot ;;
795;Siegmar Gabriel will Hausaufgaben abschaffen - http://t.co/LnW44RA09w;neutral;2
796;@mc_flausch Hm ... da hast du allerdings auch wieder recht :D @_klingebiel;positive;1
797;Englische Premier League - Negredo erlöst Manchester City gegen Aufsteiger http://t.co/fUhkVDWfDW;neutral;2
798;@nail_cosmetic @DannyPerle aktuell verraten wir jeden Tag eine davon ... bitte hier entlang ... http://t.co/qv178gwHGY;neutral;2
799;#Freunde finden Altenburg http://t.co/cOZTtB6Lhu;neutral;2
800;Lächerlich;negative;0
801;"Eine wirklich imposante Baustelle , die uns hoffentlich bis zum Ende des Jahrzehnts den Weg "" nach unten "" ... http://t.co/uguE756es9";neutral;2
802;#tipico #soccer ( tipico de news ): Hannover : Mit Strafe nicht einverstanden http://t.co/bVp992NoZy;neutral;2
803;DirectGroup Germany ordnet Geschäftsführung neu : Bernd Schröder scheidet aus http://t.co/YxQJQHVKKS;neutral;2
804;[ M - Business ] net mobile AG macht trotz Umsatzplus Verlust , Vodafone einigt sich über 130  Mrd Dollar - Deal mit Verizon. http://t.co/ICUSGXwQCr;neutral;2
805;Morgen endlich wieder meinen Geliebten serc - Pulli aus dem Schrank holen !;positive;1
806;#seitensprung One Night Stand oder das Fremdgehen ? http://t.co/wFjIqWwtuV;neutral;2
807;Bericht : Deutsche Telekom wertet Verbindungsdaten sämtlicher Telefonate aus :: http://t.co/aH42QhFU7F;neutral;2
808;la langue pour la langue , denn wo kämen wir hin , wenn sprache mehr wäre und könnte .;neutral;2
809;Essentielle Thrombozythämie http://t.co/lElCBQUtLb;neutral;2
810;@sweetymona79 bin auch ziemlich kaputt . Musste heute länger machen weil noch ne Besprechung war . Echt blöd :(;negative;0
811;Warum Clementinchen , Herr Kaiser und Meister Proper in Social Media nicht funktionieren http://t.co/OiXvBA0aJk;neutral;2
812;@klaus_hammer schlechtes Argument . Du warst auch im Vorstand . Ausserdem : Hättest dich auch ans LSG wenden können .;negative;0
813;#YouTube will die Zahl der Videoposts erhöhen und zeigt nun am Ende jedes Videos einen Share - Button http://t.co/Ljd4RMu0b3 #socialmedia;neutral;2
814;Was singen die tschechischen Fans immer beim Fussball ? weiss das jem im Original ? #SkyCL #Pilsen #fcbfcvp endet mit hop hop hop;neutral;2
815;"Interessantes Interview mit Psychologin Melanie Joy "" Der Karnismus zwingt uns , gegen unsere Grundwerte zu handeln . "" http://t.co/wsaYOiaTKv";neutral;2
816;RT @migrate89 : Die Sendung mit #Merkel muss #Maischberger live senden . Zwischen Aufzeichnung &amp;;
817;IFA negativ Highlight : Bootloop meines HTC Ones , nachdem ich bei Samsung ( das war wohl der Fehler ) in die MoDaCo GPE wechseln wollte ...;neutral;2
818;@Arne1904 Mit Betty La Fea und El Gordo fehlen denen natürlich zwei Schlüsselspieler ...;neutral;2
819;Behoerdenstress - News : Gezielte Diffamierung ? http://t.co/pD6kLKnc7D;neutral;2
820;@trinoardy 86  lach , , heheheheheee , , ,;positive;1
821; Mittelmässige Geister verurteilen gewöhnlich alles , was über ihren Horizont geht .  Francois Duc de La Rochefoucauld;neutral;2
822;@agento Sieht etwas unterwältigend aus :( Schade .;negative;0
823;POL - REK : Jugendliche beraubt / Pulheim http://t.co/Tc56S3RdZv;neutral;2
824;Ella edler dreibandiger Ring besetzt mit SWAROWSKI ELEMENTS ;;
825;Foto : grunge - never - dies : http://t.co/eRw0SD7OSa;positive;1
826;RT @Zwiebelninja : Ich brauch neue Gedanken . Meine sind schmutzig .;neutral;2
827;Kuscheln im Frost wäre jetzt genau das richtige :D;positive;1
828;Historische Quoten ! ProSieben feiert starken September - und den kürzesten Abstand seiner Geschichte http://t.co/M3n1EVTxP7;neutral;2
829;#ICE786 MünchenHbf : Halt entfällt http://t.co/B7dT2dG77Y | #ICE881 HamburgHbf : Verspätete Bereitstellung http://t.co/8DjDGW0KMW;neutral;2
830;@annafrOst @placetogo #pärchenabend;positive;1
831;RT @antonierosa : #Syrien W. Dietrich beschreibt den worst case ' Unsere Generation wird keinen Frieden mehr sehen ' : http://t.co/wYsIWk2nBq v ...;negative;0
832;@tweety30stm ich mag kein Knoppas -,- @noizETunes;negative;0
833;@Europolitikus Sie müssen vor allem nicht , wie viele Selbstständige , bis zum Geht nicht mehr arbeiten . ;;
834;@schwarzesherzle Ja , leider ohne Ton ... immer wenns spannend wurde fuhren Autos vorbei ...;negative;0
835;@die_kathii @Bushido78 warum nicht ?;neutral;2
836;"RT @gedankenabfall : Keine Überraschung : militanter Impfgegner Tolzin glaubt an Channelings v "" Wesenheiten "" &amp";;
837;@SarrahAbulEnein umm;neutral;2
838;"Bundesliga : "" Einfach nicht unser Tag "" http://t.co/nBE05pAiOp";neutral;2
839;Debbie’s Look : All Black Everything : Auch wenn Schwarz nicht unbedingt dafür bekannt ist , die ... http://t.co/dI79zdSpk5;neutral;2
840;@TheDanePS @supa_kingu @loligurolove kannst du ihm nicht einfach betrunken eine SMS schreiben mit diversen Beleidigungen ?;neutral;2
841;@LaNovena9 Ja . An Erfahrung .;neutral;2
842;@nico_we Waaaas ? Ich brauch halt etwas Erholung .;neutral;2
843;Keine Ahnung , Nacht !;negative;0
844;Le Marquis Modell LM - D38 Westerngitarre : Mering | Sehr schöne gut klingende Westerngitarre aus dem Hause Le Ma ... http://t.co/evjTBypbFI;neutral;2
845;"hätte Lust an WE nach Rom zu fahren. er fährt mit ? : #PopeFrancis--join us as we pray and fast for peace ( full text ) http://t.co/PcgIETtq7x """;positive;1
846;Aber jetzt kommt da sogar Heino schon hin . Heino , auf einem Metal - Festival . Da leck mir doch einer die Hoden . Geht den Bach runter . #LT;negative;0
847;leider nützt dir sachlichkeit nur bedingt was , wenn die andere person dringend unsachlich sein will .;neutral;2
848;"I posted 13  photos on Facebook in the album "" Urlaubsgrüsse aus den Bergen "" http://t.co/BUmmuagi89";neutral;2
849;@_maeander Alle Beleidigungen sind für den kleinen Alex unzutreffend ! * inpenispanikgerat * X );positive;1
850;RT @frheinrich : Guten Morgen #Pott ! 10.15 h aufm Dach vom Rathaus Essen . Was man sonntags halt so macht ... #drehenfürNovember #wdr http://t ...;neutral;2
851;Gefragte Produkte : Gardena Combisystem 8751-20 Gartensäge gebogen : Gartensäge ... http://t.co/eAQYJAbEdC;neutral;2
852;"Ihr sucht den perfekten Film für einen romantischen Filmabend ? Hier unser Tipp : "" Bodyguard "" mit der fantastischen ... http://t.co/WNVFttbrv7";neutral;2
853;@mosphare Im Eulenkontor bekommen Sie immer den fast fairsten Preis des Tages !;positive;1
854;Na toll , jetzt will ich ne PS4 . oo #GCPressekonferenz;negative;0
855;Schutzverglasungen zum Schutz vor mechanischen Beschädigungen http://t.co/Lq9raSsNI9 #glastechnik #glasmalerei;neutral;2
856;Tolles Vorbild , Herr Landtagsabgeordneter aus #RLP cc @janwiejan;negative;0
857;Nike Air Force ganz neu ! : Dortmund | Leider ist mir der Schuh zu gross nicht einmal Getragen mit Rechnung Neu ... http://t.co/9u3JT0lHgu;neutral;2
858;Chemnitz , Neefestrasse Ri . Grüna aus einem silbergrauen Caddy ( Danke , Kay ! ) / rs;neutral;2
859;New video : Das Monster Schlägt zu http://t.co/VjR072vmgp #absolut #auch #der;neutral;2
860;RT @AugustSeptembe2 : @bertram_kr Geht da nicht manche Perle des menschlichen Geistes verschütt ?;negative;0
861;Drei Kleiderschränke voll nichts zum Anziehen .;negative;0
862;Bogner Brillenetui Etui original NEU unbenutzt für Brille Brillentasche Futeral : EUR 2,70 ( 3 Gebote ) Enddatum : ... http://t.co/jtnUSdXnXl;neutral;2
863;Korrektur : Ausfall der #S7 ab #Wannsee ( 16:12 Uhr ): Zug fährt seit #Charlottenburg ( 16:27 Uhr ) nach #Ahrensfelde , an 17:14 Uhr , gute Fahrt .;neutral;2
864;#Kleinanzeigen Dirndl kaum getragen , GröÃe 38  ( Augsburg ): Kleinanzeigen : Dirndl kaum ... http://t.co/iEVMjsRBdw;neutral;2
865;Wir empfehlen die http://t.co/mSK7wQnRul bei Amazon - Fight ! :) http://t.co/owpdY9RIBr;positive;1
866; Schnüffeln - Nein Danke !  : Kommentar von @bodoramelow bei @theeuropean zum Verfassungsgerichtsurteil , http://t.co/KrH5SAD3jN #Linke;neutral;2
867;Bauarbeiten sind abgeschlossen • Inbetriebnahme des neuen Bahnsteiges • Schienenersatzverkehr wird eingestellt Ab ... http://t.co/GXVqrwW4s0;neutral;2
868;RT @derstyles : Was nun , Herr #Veh - wo geht ' s lang ? #Eintracht #SGE http://t.co/e9ugsOGRwv;neutral;2
869;Menschen aus 3 Fanlagern , Vereint in ihrem Hohn über Schalke 04 ! :D;positive;1
870;RT @Heiligenkreuz : Änerung Pater Johannes Paul , der bisher diese facebook - Seite gemacht hat , bekommt eine neue Aufgabe : er wird ab ... http : ...;neutral;2
871;@jusos bin an nem Stand der #fdp auf nem leeren Platz vorbei gelaufen wurde nicht angesprochen = &gt;;
872;"Mal kurz bei einer anderen Veranstaltung mitlesen :-) "" @SmartContentDay : Das neue KISS ! Keep it significant &amp";;
873;#Baby-Schalen #Baby-Schalen-Kleinanzeigen #Baby-Schalen-Preisvergleich #Kleinanzeigen-kostenlos-aufgeben #verkaufen http://t.co/5XwvIpKSjF;neutral;2
874;@RedTed7 bon appetit .... ^ ^ sein unterhemd sieht auch aus , als ob er eben gegessen hätte und alles auf dem unterhemd verteilt hätte ^ ^;negative;0
875; Robo - Taxi  : Google will angeblich eigenes Auto entwickeln : Google will angeblich ein aut ... http://t.co/M0vpFkfbKT Schnipselnachrichten;neutral;2
876;#RT #FB Kommentar : Briten - Geheimdienst macht sich lächerlich : Mit seiner bizarren Aktion gegen den ... http://t.co/cN2HCeRKNd @svorreiter;neutral;2
877;Zeitung : Limburger Bischof nicht zu Amtsverzicht bereit http://t.co/2MZrgObi4a #DeutscheWelle;neutral;2
878;Heinz ? Peters ? König Rechtsanwälte aus 44629 Herne , Eschstrasse 15  in #NRW http://t.co/5RdR2RJqQu;neutral;2
879;Die neue Mega Social Network Sharing Community ! Jetzt schon weit aus mehr Member als Facebook &amp;;
880;Too much dessert ! hehe http://t.co/ggQxtwBDeJ;positive;1
881;DE - Newsblog : Quarteera : Olympische Spiele nicht boykottieren , sondern nutzen : Quarteera : Olympische Spiele nicht ... http://t.co/jAf1wVXnqy;neutral;2
882;Mal wieder ein Bild frisch aus der myff2 Entwicklungsabteilung http://t.co/Vwj5jrE40z;neutral;2
883;@richarddeitsch Just be grateful you ' re not Miley Cyrus;positive;1
884;@eulenmaedchn Von denen wird mir immer schlecht .;negative;0
885;"Haben Sie schon mal engl. Zähne gesehen ? "" @praesentare : @annettedittert So , so : In Deutschland zum Zahnarzt gehen . In UK keine gute Idee ? """;neutral;2
886;@heidiklum #HeidiKlumbittegrüsseOneDirectionvondeutschenDirectionern :***** &lt;;
887;RT @kokosnusskopf_ : partnerschafte funktionieret nöd well d'mensche scheisse sind;negative;0
888; Homophobie ? Wegknutschen !  genial @ansdan00p https://t.co/43KJ5ptJod;positive;1
889;@mscheland Ich hätte gerne mal ne neue Version :);positive;1
890;RT @finnland : #Samu Haber sucht bei #voiceofgermany einen ganz neuen Typ #Popstar http://t.co/TDrqhgcpUZ #finnland #SunriseAvenue;neutral;2
891;@kiddo_074 @OnbeleefdeZinne aghh echt lief loveee;neutral;2
892;RT @wolkenfelder : https://t.co/m5Z1TenUmU .. daniel schuhmacher #diversity hörproben #gold !!!!;positive;1
893;Katie Price : Schwangeres Model nach Beschwerden in Klinik eingeliefert : Grosse Sorge um Katie Price und ihr ung ... http://t.co/dbQQNwJ3gO;neutral;2
894;RT @Zora_Red : Grosse Panne beim #tvduell . Die Telefonnummern können nicht eingeblendet werden . Skandal .;neutral;2
895;Könnte bitte jemand vorbei kommen und mich einfach nur festhalten ! Bitte !;neutral;2
896;&lt;;
897;Solid 82  on my midterm #illtakeit #NASM #CPT #personaltrainer #gettingit #3weeksleft http://t.co/Q1lzO1IXAO;neutral;2
898;Photoset : art - and - fury : Perhaps She’ll Die - Jeremy Hush ( more ) http://t.co/IotkOHucSR;neutral;2
899;6.  Luxtra Spezialität : Angriff Attacken : Eisenschweif , Biss , Donnerzahn , Funkensprung;neutral;2
900;"esra : Robert Kurz über "" solidarische Ökonomie "" ( 6 Kommentare ) http://t.co/7A4Bez6yRT";neutral;2
901;"#SharePictChibi #MNCKonserMerdekaRakyat @Cherrybelleindo http://t.co/H5pAhVHCuP "" @Twibi_SBY @Twibi_Bandung";neutral;2
902;Abendliche Ruhestörung http://t.co/0sQW8pkcfx;neutral;2
903;News 2 neue Ergebnisse für prism Tor : Hohe Nachfrage nach anonymem Internetzugang seit PRISM ... Softonic DE Seit ... http://t.co/LxnBEloGbJ;neutral;2
904;Hands Up Mix Vol . 6 August 2013 : Möchte Euch meinen neuen Hands Up Mix vorstellen . Freue mich auf Euer Feedback ... http://t.co/hANuoxLnUZ;positive;1
905;RT @SmileyMi100 : Tipp an die Menschheit : trinkt nie nach 21  uhr cola;neutral;2
906;Endlich mal ne hübsche Frau die auch noch Autofahren kann http://t.co/UMpZd1sPwu #rtl;neutral;2
907;@NannyOgg_HH unterdrückt;neutral;2
908;Lieber ein kaltes Red Bull mit einem Eis an der Sonne .;neutral;2
909;@hilmarschulz @schreibrephorm ich glaube , dass er eigentlich keinen blassen Schimmer hat , was er eigentlich will ;;
910;RT @TMH1692 : CDU / CSU = Stillstand CDU / CSU + AFD = Rückschritt nahe zu ins Mittelalter;negative;0
911;New Favourite : Human After All von Daft Punk http://t.co/Npv9N5OINM @DeezerGermany;positive;1
912;@woonderwaaall Du gehst bei Regen gerne spazieren ? That ' s weird :P;positive;1
913;Gesamten Ordner plus Hausarbeit einfach bei Rewe liegengelassen . #Fuck !!!!;negative;0
914;@Schneegepard ok , lool x _ x echt dreist .;positive;1
915;RT @SaltoBz : Südtiroler Landtagswahlen #ltw13 : Macht Heimat Angst ? http://t.co/M6KmnchFSX @grubfische @MagdalenaAmhof @PhilippAchammer #st1 ...;neutral;2
916;intersnack : Chio Mikrowellen Popcorn Karamell - Geschmack - neue Sorte für das .. http://t.co/bon0XVtbHy;neutral;2
917;RT @DuMusstLachen : Herz an , Twitter aus .;neutral;2
918;Ich habe ein @YouTube - Video von @madilynbailey positiv bewertet : http://t.co/4j9ee5HB15 Just Give Me A Reason - Pink ft. Nate Ruess -;neutral;2
919;Für alle sportlichen Nazis die sich keine Thor Steinar Schuhe leisten können , hat Tchibo jetzt was tolles : http://t.co/nD09eDpWu6;positive;1
920;Schon gewusst : 4010  hat das Comfort Complete Friends L Paket , bei dem Ihr 24x  10 , - Euro sparen könnt .... und wir ... http://t.co/7QQusGfXxd;neutral;2
921;RT @unkreativitaet : Bin dann wohl halt nicht mehr seine Nummer Eins , naja egal .;negative;0
922;Talsohle erreicht . Laufschuhe kaufen . #reminder #laufen #run;neutral;2
923;RT @daaruum : Riiiesen Aus. mist. aktion . #daaruumkleiderschrank #flohmarkt #klamotten #alt #neu http://t.co/g5YJPoCJoN;negative;0
924;RT @robvegas : United Nations wollen gemeinsames Frühwarnsystem für #Whatsapp Störungen aufbauen .;neutral;2
925;RT @CarloPiltz : Neu im Blog : Bundesregierung erkannte bereits 2010  Probleme bei Safe Harbor http://t.co/dHUEC6PrPh #safeharbor #prism #date ...;neutral;2
926;@CorneliaDaniel Die günstigen Börsenpreise von heute schlagen erst 2014/15 auf Verbraucher durch , was heute geliefert wird wurde 12  gekauft !;neutral;2
927;Tagesvorschau : Was Dienstag wichtig wird http://t.co/EO43cFItUY;neutral;2
928;Ganz schön windig heute . #herbst #sturm #leipzig #wetter #Weather in #Zschortau via #instaweather http://t.co/thCmVN2XjD;neutral;2
929;#NS 07:46 Verstoring Enschede - Deventer ( defecte trein ) Info : http://t.co/uyjgKePae9;neutral;2
930;@oekopir_at demdemokratischen Prozess der NEOS nicht gerecht . Soweit bekannt , sind auch deren ... @utrummer @matstrolz @NikoAlm @fatmike182;neutral;2
931;21.8 . 2013  Vollmond 03:45 MESZ , Fische , Feuchtigkeitstag : Gewichtskontrolle , Fitnesstraining , Kurzes Lüften , Bügeln ,;neutral;2
932;Ich freu mich jetzt gehts dann bald los . 19  uhr Beginn :) http://t.co/N3jsYu7Jij;positive;1
933;Heinrich #Schmidtgal wurde bereits erfolgreich operiert und schickt erste Grüsse aus dem Krankenbett : http://t.co/fLiVbKWcsx #f95;positive;1
934;@DivasMind Und natürlich gangster of love .;neutral;2
935;Der DJ für Ihre Feier !!! : Stemwede | Ob Hochzeit Geburtstag oder Firmenfeier hier finden Sie den richtigen Ans ... http://t.co/yhCCEKmRkj;neutral;2
936;haaaalt schlampe du kannst kein deutsch süsse :* :* @kmorris_s;negative;0
937;#Holland-Facts : Tanzen wie Mata Hari ... Die exotische Tänzerin und Spionin Mata Hari stammte aus den #Niederlanden .;neutral;2
938;Belästigt und gefilmt auf der gamescom ? : http://t.co/1kROcggyIN #Animexx #Weblog;negative;0
939;oddset news : Umstrittene Ticketbörse : DFB erwägt rechtliche Schritte gegen Viagogo http://t.co/DXiEXjO6CS;neutral;2
940;Und die Musi spuilt dazu . ._. Die Fussgängerzone ist heute fest in der Hand der politischen Parteien ... http://t.co/Wpc3sc5YRQ;neutral;2
941;Jetzt guck ich dazu auch noch das Organizing - Video ... hi hi hi Ich bin schwer beeindruckt ! So viel Platz müsste man haben !!;positive;1
942;Me &amp;;
943;Helene Fischer - Fehlerfrei ( Aus dem kommenden Album FARBENSPIEL ) http://t.co/m8Cr1F31m7;neutral;2
944;@frazer2 Tja ... Aber keiner der Herren #Döring , #Brüderle oder #Rösler kommen mal auf die Idee , mal den #Genscher um Rat zu fragen ... #FDP;negative;0
945;Video : Die Killer Katze ( Scary Movie 2)  http://t.co/qTc98emfd7 #Katze #Killer #lustig #ScaryMovie2 #Video;neutral;2
946;Nicht über den Dreh informiert : Jusos und Grüne Jugend müssen Wahlspot ändern - FOCUS Online : Nicht über den D ... http://t.co/IMJa2zi7Ws;neutral;2
947;http://t.co/PLXdwoq8dm spielte Ich hab ' Deine Tränen nicht verdient von Roland Kaiser . #nowplaying #Schlager #listenlive;neutral;2
948;Feierei . Kotzerei . Fickerei .;neutral;2
949;@EliasBodem @laurohunstock ich hab meine normale SIM von Aldi Talk in Nano SIM gestanzt , lief alles super !;positive;1
950;Die deutschen Dialoge sind so viel schlechter ! #underthedome;negative;0
951;@JingrFahrenheit I'm not a glitter gurl . At all .;neutral;2
952;Aus dem Internet :D Schau einfach mal auf Youtube :DD ( @YouTube http://t.co/iDV4maRwsY );positive;1
953;@botic Aber war nicht lange das Hauptproblem der Effizienz ? Also Lebensdauer d Module vs Kosten / Erzeugung usw ?;neutral;2
954;#Focus Playoffs zur Champions League - Schalke ganz schwach : Nur 1:1 gegen PAOK Saloniki : Und plö ... http://t.co/UEr24dQURx #nachrichten;neutral;2
955;Merkel sieht bisher blas aus ! Steinbrück führt nach Punkten , eindeutig !! Das Duell gefällt mir . #tvduell #btw2013;neutral;2
956;@isipisi5 was machst du heute noch so meine süsse ? :* i love you 😘❤️;positive;1
957;@tagesschau Interessant wer nutzt nun #Tebartz #Luxus #Bischofssitz ? ;;
958;@anceyy Das ist voll lang her und nicht mal ernst ! : c;negative;0
959;Schwieriger Lehrstellenmarkt ( Kommentar ) http://t.co/HFKBDBFgjQ;neutral;2
960;@PureSPlay dann frier ich lieber D:;negative;0
961;@Data_Xlingen sicher : schnaps , rum , wein , sekt ...;neutral;2
962; Moin , Moin !  Meinen Damen ! #ff @sibab @uitztext @alliumart &amp;;
963;# 1:  Wellensittiche : halten , pflegen , beschäftigen http://t.co/BWqMjZcjTq;neutral;2
964;@Offensivpapst nicht lustig;negative;0
965;Lesen gegen das Totschweigen : Stalin - Opfer erhalten ihre Namen zurück http://t.co/ZzQBWcn0gz via @ria_novosti_de;neutral;2
966;#KPMG : Jede vierte Schweizer #Privatbank macht Verlust http://t.co/AwMnoIc6E3;neutral;2
967;1870  MB von meinem 2000  MB Urlaubs - Datenvolumen sind verbraucht . Dann muss ich morgen wohl wieder nach Hause zurückfliegen !;negative;0
968;Brauche nen WLAN Repeater . Irgendwelche Empfehlungen ? Sollte nicht zu teuer sehn , maximal 40  Euro .;neutral;2
969;#auf #bus #warten #spätdienst #keine #lust #aber #wir #mädels #kochen #yeei #kalt #warmen #pulli #an ... http://t.co/Vps4YIacWj;positive;1
970;same shit again :/ #ak #abschlussklasse #10 #rsbonlanden #realschule #scheiss #schule http://t.co/jrrAqQnp23;negative;0
971;Dem @rinderhack alles Gute ! Danke auch , dass du jeden Tag meine TL vers ... chönerst ^ ^;positive;1
972;http://t.co/Sh2ajoNXL3 Bommeleeër - Prozess - Alles dreht sich um die Alibis;neutral;2
973;Mehr Monster gegen ( das arme ) Tokyo : http://t.co/mYpELBHvTv http://t.co/GyJrg3miEc;neutral;2
