;index;sentence;label;;;index;sentence;generated_label
830;830;kirshner and monroe seem to be in a contest to see who can out-bad-act the other . ;0;;833;833;another masterpiece ;1
831;831;mug shots ;0;;834;834;an incredibly layered and stylistic film ;1
832;832;the barbarism of ` ethnic cleansing ;0;;835;835;a classic story ;1
833;833;another masterpiece ;1;;836;836;daring ;1
834;834;an incredibly layered and stylistic film ;1;;837;837;wo n't feel cheated by the high infidelity of unfaithful . ;0
835;835;a classic story ;1;;838;838;haute ;1
836;836;daring ;1;;839;839;convey a strong sense of the girls ' environment . ;1
837;837;wo n't feel cheated by the high infidelity of unfaithful . ;1;;840;840;ugly and ;0
838;838;haute ;0;;841;841;a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick ;1
839;839;convey a strong sense of the girls ' environment . ;1;;842;842;any insight ;0
840;840;ugly and ;0;;843;843;a well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility . ;0
841;841;a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick ;1;;844;844;passionate , tumultuous affair ;1
842;842;any insight ;1;;845;845;the kind of under-inspired , overblown enterprise that gives hollywood sequels a bad name ;0
843;843;a well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility . ;0;;846;846;an enjoyable experience . ;1
844;844;passionate , tumultuous affair ;1;;847;847;'ve had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama . ;0
845;845;the kind of under-inspired , overblown enterprise that gives hollywood sequels a bad name ;0;;848;848;is a greater attention to the parents -- and particularly the fateful fathers -- in the emotional evolution of the two bewitched adolescents . ;1
846;846;an enjoyable experience . ;1;;849;849;well to cram earplugs ;0
847;847;'ve had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama . ;0;;850;850;who is simply tired ;0
848;848;is a greater attention to the parents -- and particularly the fateful fathers -- in the emotional evolution of the two bewitched adolescents . ;1;;851;851;it 's the little nuances that perhaps had to escape from director mark romanek 's self-conscious scrutiny to happen , that finally get under your skin ;1
849;849;well to cram earplugs ;0;;852;852;both convincing and radiant ;1
850;850;who is simply tired ;0;;853;853;smart and dark - ;0
851;851;it 's the little nuances that perhaps had to escape from director mark romanek 's self-conscious scrutiny to happen , that finally get under your skin ;0;;854;854;emaciated flick ;0
852;852;both convincing and radiant ;1;;855;855;jim brown treats his women -- as dumb , credulous , unassuming , subordinate subjects ;0
853;853;smart and dark - ;1;;856;856;point at things that explode into flame ;0
854;854;emaciated flick ;0;;857;857;jolts the laughs from the audience ;1
855;855;jim brown treats his women -- as dumb , credulous , unassuming , subordinate subjects ;0;;858;858;heralds something special ;1
856;856;point at things that explode into flame ;0;;859;859;has n't escaped the rut dug by the last one ;0
857;857;jolts the laughs from the audience ;1;;860;860;a perfect performance ;1
858;858;heralds something special ;1;;861;861;this cinema verite speculation on the assassination of john f. kennedy may have been inspired by blair witch , but it takes its techniques into such fresh territory that the film never feels derivative ;1
859;859;has n't escaped the rut dug by the last one ;0;;862;862;an unsuccessful attempt at a movie ;0
860;860;a perfect performance ;1;;863;863;sometimes confusing ;0
861;861;this cinema verite speculation on the assassination of john f. kennedy may have been inspired by blair witch , but it takes its techniques into such fresh territory that the film never feels derivative ;1;;864;864;superlative ;1
862;862;an unsuccessful attempt at a movie ;0;;865;865;buy the soundtrack ;1
863;863;sometimes confusing ;0;;866;866;'s sharply comic and surprisingly touching , ;1
864;864;superlative ;1;;867;867;a soap-opera quality twist in the last 20 minutes ... almost puts the kibosh on what is otherwise a sumptuous work of b-movie imagination . ;0
865;865;buy the soundtrack ;1;;868;868;to change hackneyed concepts when it comes to dreaming up romantic comedies ;0
866;866;'s sharply comic and surprisingly touching , ;1;;869;869;the folly of superficiality that is itself ;0
867;867;a soap-opera quality twist in the last 20 minutes ... almost puts the kibosh on what is otherwise a sumptuous work of b-movie imagination . ;0;;870;870;lumbering load ;0
868;868;to change hackneyed concepts when it comes to dreaming up romantic comedies ;0;;871;871;a 95-minute commercial for nba properties ;0
869;869;the folly of superficiality that is itself ;0;;872;872;though many of these guys are less than adorable ;0
870;870;lumbering load ;0;;873;873;peels layers from this character that may well not have existed on paper . ;1
871;871;a 95-minute commercial for nba properties ;0;;874;874;is deadly dull ;0
872;872;though many of these guys are less than adorable ;0;;875;875;inferior ;0
873;873;peels layers from this character that may well not have existed on paper . ;1;;876;876;big-hearted and frequently ;1
874;874;is deadly dull ;0;;877;877;striking deep chords of sadness ;0
875;875;inferior ;0;;878;878;laughs aplenty ;1
876;876;big-hearted and frequently ;1;;879;879;schaeffer is n't in this film , which may be why it works as well as it does . ;1
877;877;striking deep chords of sadness ;1;;880;880;loud , ugly , irritating movie ;0
878;878;laughs aplenty ;1;;881;881;is impressive for the sights and sounds of the wondrous beats the world has to offer ;1
879;879;schaeffer is n't in this film , which may be why it works as well as it does . ;1;;882;882;the scorpion king more than ably ;1
880;880;loud , ugly , irritating movie ;0;;883;883;make a pretty good team ;1
881;881;is impressive for the sights and sounds of the wondrous beats the world has to offer ;1;;884;884;lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run lola run ;0
882;882;the scorpion king more than ably ;1;;885;885;does a great combination act as narrator , jewish grandmother and subject -- taking us through a film that is part biography , part entertainment and part history . ;1
883;883;make a pretty good team ;1;;886;886;bill plympton , the animation master ;1
884;884;lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run lola run ;0;;887;887;impossible task ;0
885;885;does a great combination act as narrator , jewish grandmother and subject -- taking us through a film that is part biography , part entertainment and part history . ;1;;888;888;that in a good way ;1
886;886;bill plympton , the animation master ;1;;889;889;a watch that makes time go faster rather than ;0
887;887;impossible task ;0;;890;890;very best pictures ;1
888;888;that in a good way ;1;;891;891;lack their idol 's energy and passion for detail ;0
889;889;a watch that makes time go faster rather than ;1;;892;892;and church meetings ;0
890;890;very best pictures ;1;;893;893;than in creating an emotionally complex , dramatically satisfying heroine ;1
891;891;lack their idol 's energy and passion for detail ;0;;894;894;compassionate ;1
892;892;and church meetings ;1;;895;895;will find in these characters ' foibles a timeless and unique perspective ;1
893;893;than in creating an emotionally complex , dramatically satisfying heroine ;1;;896;896;hugely entertaining from start to finish , featuring a fall from grace that still leaves shockwaves ;1
894;894;compassionate ;1;;897;897;an ebullient affection ;1
895;895;will find in these characters ' foibles a timeless and unique perspective ;1;;898;898;somehow snagged an oscar nomination ;1
896;896;hugely entertaining from start to finish , featuring a fall from grace that still leaves shockwaves ;1;;899;899;manages to show the gentle and humane side of middle eastern world politics ;1
897;897;an ebullient affection ;1;;900;900;` realistic ' ;1
898;898;somehow snagged an oscar nomination ;0;;901;901;nicely done ;1
899;899;manages to show the gentle and humane side of middle eastern world politics ;1;;902;902;a summer of good stuff ;1
900;900;` realistic ' ;1;;903;903;the satire is just too easy to be genuinely satisfying . ;0
901;901;nicely done ;1;;904;904;sustains ;1
902;902;a summer of good stuff ;1;;905;905;neither is it as smart ;0
903;903;the satire is just too easy to be genuinely satisfying . ;0;;906;906;fare , with enough creative energy and wit to entertain all ages ;1
904;904;sustains ;1;;907;907;the movie is powerful and provocative . ;1
905;905;neither is it as smart ;0;;908;908;time literally stops on a dime in the tries-so-hard-to-be-cool `` clockstoppers , '' but that does n't mean it still wo n't feel like the longest 90 minutes of your movie-going life ;0
906;906;fare , with enough creative energy and wit to entertain all ages ;1;;909;909;sharp edges and a deep vein of sadness ;0
907;907;the movie is powerful and provocative . ;1;;910;910;those who do n't entirely ` get ' godard 's distinctive discourse will still come away with a sense of his reserved but existential poignancy . ;1
908;908;time literally stops on a dime in the tries-so-hard-to-be-cool `` clockstoppers , '' but that does n't mean it still wo n't feel like the longest 90 minutes of your movie-going life ;0;;911;911;not only are the film 's sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were . ;0
909;909;sharp edges and a deep vein of sadness ;1;;912;912;'n safe as to often play like a milquetoast movie of the week blown up for the big screen ;0
910;910;those who do n't entirely ` get ' godard 's distinctive discourse will still come away with a sense of his reserved but existential poignancy . ;1;;913;913;like to skip but film buffs should get to know ;0
911;911;not only are the film 's sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were . ;0;;914;914;narrative discipline ;0
912;912;'n safe as to often play like a milquetoast movie of the week blown up for the big screen ;0;;915;915;samuel l. jackson ;0
913;913;like to skip but film buffs should get to know ;1;;916;916;is this films reason for being . ;0
914;914;narrative discipline ;1;;917;917;the old saying goes , because it 's true ;1
915;915;samuel l. jackson ;1;;918;918;take any 12-year-old boy to see this picture ;0
916;916;is this films reason for being . ;1;;919;919;aims for poetry and ends up sounding like satire ;0
917;917;the old saying goes , because it 's true ;1;;920;920;come close to the level of intelligence and visual splendor that can be seen in other films ;0
918;918;take any 12-year-old boy to see this picture ;1;;921;921;embracing than monty ;0
919;919;aims for poetry and ends up sounding like satire ;0;;922;922;is it hokey ;0
920;920;come close to the level of intelligence and visual splendor that can be seen in other films ;0;;923;923;as assaults on america 's knee-jerk moral sanctimony ;0
921;921;embracing than monty ;1;;924;924;that 's hardly any fun to watch ;0
922;922;is it hokey ;0;;925;925;get caught up in the thrill of the company 's astonishing growth ;1
923;923;as assaults on america 's knee-jerk moral sanctimony ;0;;926;926;it 's on par with the first one ;1
924;924;that 's hardly any fun to watch ;0;;927;927;is moody , oozing , chilling and heart-warming all at once ;1
925;925;get caught up in the thrill of the company 's astonishing growth ;1;;928;928;is an accuracy of observation in the work of the director , frank novak , that keeps the film grounded in an undeniable social realism ;1
926;926;it 's on par with the first one ;1;;929;929;is in the right place , his plea for democracy and civic action laudable ;1
927;927;is moody , oozing , chilling and heart-warming all at once ;1;;930;930;above most of its ilk ;0
928;928;is an accuracy of observation in the work of the director , frank novak , that keeps the film grounded in an undeniable social realism ;1;;931;931;with spy kids 2 : the island of lost dreams , however , robert rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking . ;1
929;929;is in the right place , his plea for democracy and civic action laudable ;1;;932;932;from kevin kline who unfortunately works with a two star script ;0
930;930;above most of its ilk ;1;;933;933;change watching such a character , especially when rendered in as flat and ;0
931;931;with spy kids 2 : the island of lost dreams , however , robert rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking . ;1;;934;934;i do n't think so . ;0
932;932;from kevin kline who unfortunately works with a two star script ;0;;935;935;devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is lacking ;0
933;933;change watching such a character , especially when rendered in as flat and ;0;;936;936;is always a joy to watch , even when her material is not first-rate ;1
934;934;i do n't think so . ;0;;937;937;great to see this turd squashed under a truck , preferably a semi ;0
935;935;devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is lacking ;0;;938;938;bile , and irony ;0
936;936;is always a joy to watch , even when her material is not first-rate ;1;;939;939;a faulty premise , ;0
937;937;great to see this turd squashed under a truck , preferably a semi ;0;;940;940;haphazardness ;0
938;938;bile , and irony ;0;;941;941;the plot grows thin soon , ;0
939;939;a faulty premise , ;0;;942;942;beloved-major ;1
940;940;haphazardness ;0;;943;943;by no means a great movie , but it is a refreshingly forthright one . ;1
941;941;the plot grows thin soon , ;0;;944;944;crossing-over mumbo jumbo ;0
942;942;beloved-major ;1;;945;945;virtually unwatchable ;0
943;943;by no means a great movie , but it is a refreshingly forthright one . ;1;;946;946;its premise is smart , but ;0
944;944;crossing-over mumbo jumbo ;0;;947;947;was amused and entertained by the unfolding of bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise . ;1
945;945;virtually unwatchable ;0;;948;948;who seem bound and determined to duplicate bela lugosi 's now-cliched vampire accent ;0
946;946;its premise is smart , but ;1;;949;949;light-hearted ;1
947;947;was amused and entertained by the unfolding of bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise . ;1;;950;950;heavy with flabby rolls of typical toback machinations . ;0
948;948;who seem bound and determined to duplicate bela lugosi 's now-cliched vampire accent ;0;;951;951;to show us a good time ;1
949;949;light-hearted ;1;;952;952;pitiful , slapdash disaster . ;0
950;950;heavy with flabby rolls of typical toback machinations . ;0;;953;953;is one of the year 's best ;1
951;951;to show us a good time ;1;;954;954;even witty ;1
952;952;pitiful , slapdash disaster . ;0;;955;955;a fierce dance ;1
953;953;is one of the year 's best ;1;;956;956;crippled ;0
954;954;even witty ;1;;957;957;this piece of crap ;0
955;955;a fierce dance ;1;;958;958;... the lady and the duke surprisingly manages never to grow boring ... which proves that rohmer still has a sense of his audience . ;1
956;956;crippled ;0;;959;959;the most wondrous love story in years , it is a great film . ;1
957;957;this piece of crap ;0;;960;960;its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream ;1
958;958;... the lady and the duke surprisingly manages never to grow boring ... which proves that rohmer still has a sense of his audience . ;1;;961;961;particularly impressive ;1
959;959;the most wondrous love story in years , it is a great film . ;1;;962;962;in the process comes out looking like something wholly original ;1
960;960;its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream ;1;;963;963;submerging ;0
961;961;particularly impressive ;1;;964;964;nearly as fresh or enjoyable ;0
962;962;in the process comes out looking like something wholly original ;1;;965;965;miserable and smug ;0
963;963;submerging ;1;;966;966;my great pleasure ;1
964;964;nearly as fresh or enjoyable ;1;;967;967;it all unfolds predictably , and the adventures that happen along the way seem repetitive and designed to fill time , providing no real sense of suspense . ;0
965;965;miserable and smug ;0;;968;968;fascinating , dark thriller ;1
966;966;my great pleasure ;1;;969;969;more of the same from taiwanese auteur tsai ming-liang , which is good news to anyone who 's fallen under the sweet , melancholy spell of this unique director 's previous films . ;1
967;967;it all unfolds predictably , and the adventures that happen along the way seem repetitive and designed to fill time , providing no real sense of suspense . ;0;;970;970;down the reality drain ;0
968;968;fascinating , dark thriller ;1;;971;971;the only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers . ;0
969;969;more of the same from taiwanese auteur tsai ming-liang , which is good news to anyone who 's fallen under the sweet , melancholy spell of this unique director 's previous films . ;1;;972;972;a historic scandal ;0
970;970;down the reality drain ;0;;973;973;that 's steeped in mystery and a ravishing , baroque beauty ;1
971;971;the only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers . ;0;;974;974;cool stuff packed into espn 's ultimate x. ;1
972;972;a historic scandal ;0;;975;975;idea ( of middle-aged romance ) is not handled well and , except for the fine star performances ;0
973;973;that 's steeped in mystery and a ravishing , baroque beauty ;1;;976;976;their lamentations are pretty much self-centered ;0
974;974;cool stuff packed into espn 's ultimate x. ;1;;977;977;a pretty decent kid-pleasing , ;1
975;975;idea ( of middle-aged romance ) is not handled well and , except for the fine star performances ;0;;978;978;of classic romantic comedy to which it aspires ;1
976;976;their lamentations are pretty much self-centered ;0;;979;979;, bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world . ;1
977;977;a pretty decent kid-pleasing , ;1;;980;980;is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music ;1
978;978;of classic romantic comedy to which it aspires ;1;;981;981;would n't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head ;0
979;979;, bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world . ;1;;982;982;give a pretty good overall picture of the situation in laramie following the murder of matthew shepard ;1
980;980;is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music ;1;;983;983;the fine line between cheese and earnestness remarkably well ;1
981;981;would n't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head ;0;;984;984;a documentary fails to live up to -- or offer any new insight into -- its chosen topic ;0
982;982;give a pretty good overall picture of the situation in laramie following the murder of matthew shepard ;1;;985;985;serious movie-goers embarking upon this journey ;1
983;983;the fine line between cheese and earnestness remarkably well ;1;;986;986;insistent and repetitive ;0
984;984;a documentary fails to live up to -- or offer any new insight into -- its chosen topic ;0;;987;987;nausea ;0
985;985;serious movie-goers embarking upon this journey ;1;;988;988;of survival wrapped in the heart-pounding suspense of a stylish psychological thriller ;1
986;986;insistent and repetitive ;0;;989;989;no art ;0
987;987;nausea ;0;;990;990;seems to exist only for its climactic setpiece ;0
988;988;of survival wrapped in the heart-pounding suspense of a stylish psychological thriller ;1;;991;991;more silly than scary ;0
989;989;no art ;0;;992;992;'s funny . ;1
990;990;seems to exist only for its climactic setpiece ;0;;993;993;its execution and skill ;1
991;991;more silly than scary ;0;;994;994;'s coherent , well shot , and tartly ;1
992;992;'s funny . ;1;;995;995;you wish you were at home watching that movie instead of in the theater watching this one ;0
993;993;its execution and skill ;1;;996;996;'s no point in extracting the bare bones of byatt 's plot for purposes of bland hollywood romance ;0
994;994;'s coherent , well shot , and tartly ;1;;997;997;underdeveloped ;0
995;995;you wish you were at home watching that movie instead of in the theater watching this one ;0;;998;998;the jokes are flat ;0
996;996;'s no point in extracting the bare bones of byatt 's plot for purposes of bland hollywood romance ;0;;999;999;a heartening tale of small victories ;1
997;997;underdeveloped ;0;;;;;
998;998;the jokes are flat ;0;;;;;
999;999;a heartening tale of small victories ;1;;;;;
